P,Tmax,Tmin,P_N,Tmax_N,Tmin_N,P_X,Tmax_X,Tmin_X
104,33.75,25.62916653,83.7,34.483,20.18366667,90.6,33.78333333,19.01333333
43.6,35.69032258,27.67446239,77.49,36.84483871,23.09258065,46.5,35.73225806,21.35483871
212.6,32.56333333,25.69083333,214.15,30.698,21.95533333,212,32.59333333,20.71666667
127.6,32.40645161,25.50900542,140.91,30.53870968,21.85032258,182.5,32.38709677,21.05806452
456.2,30.85483871,24.61599458,326.3,28.83483871,21.68225806,498.7,30.81612903,21.27741935
86.2,33.19310345,25.65545969,130.17,30.1037931,21.63068966,115.3,33.17241379,21.02758621
148.2,32.18064516,25.26787632,132.78,29.5516129,21.17193548,127.8,32.16451613,20.78709677
13,32.50333333,24.75513883,12.99,31.50433333,19.061,7.8,32.52333333,18.47
85,29.62580645,21.55510755,55.92,29.34903226,16.22967742,71.3,29.7,15.56129032
29.8,27.69666667,19.8902778,36.47,26.64466667,13.892,23.7,27.75333333,13.86
0.2,30.48387097,21.08158603,0.12,30.01322581,14.55741935,0,30.51935484,13.1516129
20.2,31.70645161,22.58037642,27.07,32.22967742,16.6483871,27.9,31.73548387,14.9516129
12.6,33.55333333,24.48930557,13.63,34.446,18.36133333,6.1,33.63,16.81333333
111.8,33.50967742,25.24123419,118.11,33.34322581,20.35193548,102.5,33.52258065,19.14516129
263.4,31.69666667,24.81152777,177.48,30.28,20.539,258.7,31.65666667,20.01
229.4,32.77096774,25.82258061,190.99,29.49935484,21.01709677,228.7,32.67741935,20.91935484
173.6,31.34193548,24.70712365,191.53,28.69967742,20.95354839,201.7,31.30967742,20.68387097
167.8,33.04642857,25.96398804,135.71,29.68035714,20.73142857,139.8,32.97142857,21.04285714
110.2,32.53333333,25.55691913,85.17,29.79333333,21.15733333,83.3,32.52666667,20.99333333
0,28.01,19.4288888,0,27.667,13.516,0,27.96333333,12.23333333
3,32.1,22.94919355,4.27,32.49387097,16.79903226,2.2,32.11612903,15.29354839
10.4,34.52,25.94742757,16.02,34.96333333,19.346,12.1,34.48666667,17.82333333
70.6,35.28064516,26.82405913,91.81,35.15677419,21.50322581,64.7,35.26774194,20.08709677
199.4,31.59666667,24.78416667,238.88,29.87233333,20.62066667,209.9,31.57333333,19.93333333
377.8,31.91935484,25.15900532,262.09,29.10419355,21.00677419,332,31.86451613,20.76129032
239.2,32.37096774,25.24731184,176.41,29.10580645,21.08290323,284.2,32.29677419,20.61935484
140.6,31.73214286,24.87217268,180.37,29.04178571,20.52214286,115.9,31.68571429,20.56785714
38.6,33.33548387,26.11303761,85.27,30.27935484,21.53483871,52.3,33.28709677,21.22258065
121.6,30.53333333,23.58430557,86.78,28.47866667,18.34166667,97.4,30.53,18.63
28.6,29.69677419,21.62741932,17.27,28.47677419,15.48774194,28.8,29.6483871,15.01612903
0.2,30.16,22.0916667,1.08,29.31133333,16.759,0,30.15666667,15.85666667
0,30.77741935,21.6908369,0.45,30.37645161,15.63225806,0.1,30.76774194,13.68064516
41.2,31.33870968,22.49631261,19.13,31.29935484,16.68032258,28.1,31.33548387,15.34516129
90.2,32.78333333,24.4543055,61.04,33.23866667,18.89666667,56.1,32.80333333,17.34666667
227,32.84193548,25.82983871,146.12,31.0983871,21.47612903,206.2,32.84193548,20.70645161
441.6,30.47333333,24.40472217,264.72,28.96633333,20.74133333,321.6,30.46,20.40666667
138.6,33.13225806,26.06102152,151.32,30.58064516,21.33516129,131.4,33.13225806,20.77419355
34.4,33.99032258,26.59838706,67.39,31.70806452,21.47645161,74,33.96451613,20.94193548
380.6,32.42857143,25.599256,243.56,30.3375,21.95892857,337,32.41785714,21.15
147.8,31.37419355,24.86693545,114.73,29.26483871,20.76290323,140.3,31.39677419,20.51612903
143.8,31.27,24.46083337,94.67,29.79,19.83966667,135.9,31.27333333,19.44
7.8,30.41290323,22.93830639,26.07,29.32064516,17.99129032,13.8,30.41612903,17.18064516
7.6,29.63,21.22672703,3.25,29.43733333,15.51666667,1.8,29.65,14.36333333
0.8,28.6952381,20.12441019,2.36,28.33571429,13.73047619,0.5,28.71904762,12.41904762
54,34.9,27.16818182,52.87,34.37409091,22.36409091,55.1,34.92272727,20.83636364
212.8,33.48666667,26.04666663,161.33,31.791,21.721,200.5,33.47,21.15333333
295.2,31.71612903,25.03172052,230.14,29.67967742,21.38129032,293.1,31.71935484,20.88709677
324,32.18387097,25.40053761,205.22,30.35580645,21.88741935,304,32.19354839,21.25806452
439,30.8,24.72169545,259.61,29.17448276,21.35931034,367.5,30.80689655,21.25517241
92.6,32.13548387,24.90803532,78.73,30.13322581,19.98483871,93.6,32.13870968,19.69677419
51.4,30.89333333,23.7980555,31.03,30.26066667,18.871,43.9,30.9,18.32333333
32.8,28.12580645,20.05188165,28.69,28.05870968,14.85387097,33.2,28.12258065,13.5483871
0,30.03,21.7455555,1.95,29.87966667,16.68666667,1.3,30.02333333,15.25
11.2,30.4516129,21.78857529,4.07,30.34935484,16.39129032,7.1,30.4516129,14.30967742
535.328,30.03419355,21.38193548,330.66,28.80774194,21.97741935,465.7,31.04193548,21.19354839
38.834,33.59,21.63,84.06,30.510625,22.281875,95.5,33.975,20.76875
25.902,30.38,14.70458333,32.86,31.10875,16.2475,36.5,31.05833333,13.8125
6.596,31.90068966,16.58827586,11.92,33.65413793,18.58068966,3.2,33.52068966,15.67241379
51.238,32.59032258,19.34645161,109.52,33.19935484,20.6616129,74.7,33.66129032,18.58064516
141.878,31.01566667,19.69766667,157.08,30.52366667,20.65733333,167,31.54333333,19.18
214.046,31.83466667,20.45366667,197.23,29.69866667,21.25433333,239.3,32.37,20.21
185.576,31.32645161,20.68129032,195.36,29.50580645,21.51741935,338.3,31.96451613,20.4483871
106.356,31.22428571,20.19642857,208.43,29.09928571,21.09892857,112.8,31.76785714,20.05714286
96.972,33.15709677,21.33,119.17,30.20387097,21.88258065,64.3,33.71612903,20.67419355
9.342,30.496,17.94533333,48.43,28.731,18.71666667,19.8,31.21,17.52
24.884,29.35935484,14.59203226,17.3,28.21,15.80193548,21.4,29.83548387,14.14193548
0,29.95233333,15.162,7.62,28.91466667,17.01566667,0,30.24666667,14.94333333
3.038,30.45935484,12.69816129,1.26,29.92096774,15.65677419,0.2,30.60967742,12.38387097
36.286,30.26451613,14.58548387,19.85,30.72677419,16.72903226,32,30.50645161,15.07741935
47.448,32.19266667,17.147,70.41,32.78633333,19.173,42.4,32.71333333,17.13666667
110.686,33.20774194,20.41774194,126.22,31.42935484,21.76612903,79.7,33.44193548,20.01290323
333.902,30.51,20.332,277.41,29.16466667,21.00333333,331,30.88666667,19.88
114.764,32.57580645,20.91129032,126.78,31.11064516,21.93612903,78.5,32.96451613,20.21290323
32.98,34.36258065,21.22096774,45.74,32.0683871,22.05290323,48.3,33.98064516,20.59677419
257.956,32.37571429,21.12821429,214.55,30.78,22.29642857,220.3,32.58214286,20.53571429
183.598,31.86967742,20.43419355,151.41,29.34548387,21.15225806,184.7,32.02258065,20.08387097
176.958,31.74833333,19.4,109.81,29.837,20.25866667,181.5,31.71333333,18.79333333
72.382,30.34322581,17.00548387,41.29,28.8883871,18.21709677,60,30.41290323,16.33225806
1.77,29.47933333,13.81266667,2.56,28.65366667,15.395,3.8,29.26666667,13.29
4.036,28.75741935,12.78480645,3.79,28.23612903,14.46806452,7.9,28.97096774,11.97419355
19.818,30.94193548,15.1983871,11.31,31.0116129,17.61741935,10.5,31.19354839,14.49032258
44.658,35.29466667,19.07233333,43.92,36.03933333,21.43766667,30.4,35.51,18.18666667
55.87,35.07774194,20.66322581,47.39,35.11064516,22.45129032,39.5,35.29354839,19.68387097
102.566,33.00266667,21.329,122.49,32.54166667,22.11,150.5,33.38,20.39333333
284.654,31.19677419,21.24,259.76,29.86129032,21.8616129,266.3,32.12580645,20.57096774
294.816,31.64612903,21.3916129,241.86,30.36419355,22.44129032,327.9,32.5483871,20.70967742
262.578,30.53896552,21.2762069,245.45,29.04724138,21.61344828,263,31.34827586,20.83103448
45.186,32.21774194,19.43258065,75,29.91258065,20.25193548,116.8,32.6516129,18.76451613
39.368,31.06533333,18.50466667,25.82,29.87033333,18.883,30.5,31.11333333,17.00666667
15.726,28.13903226,14.23516129,20.93,27.62741935,15.06193548,25,28.26774194,12.67741935
5.842,29.91733333,15.306,2.45,29.71666667,17,4.2,30.01666667,14.23
0,30.49580645,14.31,1.27,30.0683871,16.65451613,0,30.58709677,13.22258065
365.758,27.32032258,17.58548387,281,26.94064516,17.74290323,370.3,28.76774194,18.04193548
70.106,30.87107143,18.30214286,68.02,28.35464286,19.32678571,61.7,32.03928571,19.3
75.432,29.73903226,17.28064516,26.76,30.7083871,19.04193548,74.8,31.13870968,18.6483871
16.764,29.21857143,17.195,17.8,31.64857143,18.68785714,17.2,31.60714286,18.68571429
47.244,25.57538462,13.19,70.38,28.50615385,14.06307692,47.6,27.13846154,14.7
110.754,31.63645161,16.73193548,70.38,33.45290323,19.35516129,110.3,32.9516129,19.6483871
136.14,29.11333333,16.95566667,153.21,30.60566667,17.89633333,192.7,30.51666667,18.87666667
189.482,30.25548387,19.92032258,212.95,29.15935484,20.87354839,241.4,31.9,21.14193548
185.428,28.45580645,18.52129032,261.42,27.82612903,18.73903226,262.2,29.79354839,19.72903226
277.614,29.54142857,18.61392857,189.52,28.03928571,19.5,203.6,30.86071429,20.225
195.84,28.36193548,18.23516129,157.62,27.10709677,18.63677419,181.3,29.68387097,19.61290323
56.134,26.49433333,15.03666667,72.17,25.366,15.66066667,69.3,27.73,17.07333333
115.558,25.37,12.35245161,133.58,25.32129032,14.11870968,145,26.7483871,15.70645161
44.954,24.46066667,12.57833333,66.51,24.66133333,14.00566667,46.1,25.98,15.72
30.226,24.18709677,9.579419355,22.9,24.19935484,11.31645161,33.6,25.58064516,12.73870968
5.842,26.83580645,9.179451613,11,28.25290323,11.87032258,4.2,28.18709677,13.34193548
44.71,28.08366667,12.692,80.7,31.16766667,15.093,76.4,29.29666667,16.36333333
113.028,27.75258065,15.45129032,117.12,28.96774194,16.47516129,108.4,29.22580645,17.4483871
113.278,28.10478261,17.13043478,116.68,30.04695652,18.21826087,162.4,30.04782609,18.98695652
26.92,27.48888889,19.36555556,64.64,30.59111111,20.49222222,33.8,31.55555556,20.47777778
1.016,28.04857143,20.18571429,9.41,31.86571429,21.08714286,1.7,33.77142857,21.27142857
44.954,31.337,18.915,40.58,32.061,20.222,29.4,31.95,20.26
128.282,29.78419355,17.81354839,89.58,31.12290323,19.61580645,140,30.68387097,19.97096774
36.578,28.455,15.65166667,51.85,30.089,17.589,49.6,29.41333333,18.40666667
52.838,26.19741935,11.72064516,32.71,28.21096774,14.15419355,38.5,27.12903226,15.31612903
4.318,26.09966667,10.50706667,2.8,28.48433333,13.72333333,4.7,27.31666667,14.61333333
30.226,24.32275862,9.871448276,24.77,27.12413793,12.88206897,41.3,25.87931034,14.08275862
0.762,28.35642857,9.906678571,3.38,30.78857143,13.41857143,0.2,29.73571429,14.67142857
46.482,29.184,14.50133333,63.1,32.86366667,16.61566667,85,31.02666667,17.73666667
21.338,31.97612903,15.01322581,38.84,34.42935484,17.69193548,29.5,32.91612903,18.79677419
208.022,28.81,18.76461538,170.05,29.74730769,19.36730769,214.7,30.51923077,20.23461538
159.006,28.84935484,18.01870968,199.48,29.14967742,19.10225806,234.8,30.61290323,19.97096774
173.238,31.95758621,19.10275862,118.3,30.07793103,20.41413793,117.4,33.0137931,21.10689655
255.782,28.95392857,18.14285714,188.25,28.38357143,19.71535714,254.8,30.46428571,20.11071429
146.308,26.8616129,17.79967742,167.14,27.20870968,18.55612903,180.6,28.78387097,19.66774194
71.12,27.57137931,15.50724138,47.12,27.25034483,17.07172414,47.6,29.16551724,18.2
106.426,23.99225806,12.33935484,63.9,25.77548387,14.67354839,89.7,25.97419355,15.81290323
12.442,24.496,10.54526667,8.38,26.20066667,13.36533333,16.9,26.43333333,14.77
52.578,24.50451613,10.85806452,17.18,27.78580645,14.16806452,48.4,26.17741935,14.77741935
10.668,27.96677419,10.86709677,14.31,31.08903226,14.36967742,13.2,29.30967742,14.59677419
154.934,29.41,14.36366667,143.55,31.59366667,17.093,147.4,30.83333333,17.69
104.64,31.65580645,17.05225806,78.51,34.51483871,19.19967742,75,33.11290323,19.86451613
170.182,28.44766667,18.722,222.45,29.13733333,20.21166667,261,30.64333333,20.15333333
188.982,28.64612903,18.97096774,194.09,27.96677419,20.27774194,212.7,30.76774194,20.79354839
0,22.95,10.01963333,0.48,25.73966667,10.66933333,0,25.43333333,12.38333333
19.812,27.43935484,11.87241935,27.11,29.74387097,13.53580645,21.9,28.19354839,14.7516129
34.54,32.03633333,13.341,28.93,34.188,16.471,17.7,32.28,17.36666667
93.718,31.43580645,17.82032258,109.77,32.88193548,18.99548387,115.5,31.70322581,19.18387097
173.492,28.78666667,16.62733333,149.29,29.59233333,17.808,182.6,30.09666667,18.60666667
231.656,27.66451613,17.00580645,126.33,30.67516129,19.69129032,175,30.70645161,19.65806452
57.402,29.59642857,18.27214286,139.19,28.43892857,18.59357143,83.4,30.22857143,19.21428571
74.932,31.39064516,19.04870968,151.85,28.76806452,20.09645161,137.3,32.05806452,20.19354839
32.004,29.04066667,15.06246667,24.08,27.99333333,16.60833333,25.1,29.55,17.46333333
35.562,27.59516129,12.37025806,14.67,28.19774194,13.65612903,18.3,27.96774194,14.49677419
3.048,27.13666667,12.80933333,4.19,28.45366667,14.95466667,3.6,27.68333333,14.96666667
7.62,28.54064516,9.533225806,5.34,29.69903226,13.57387097,4.1,28.76451613,12.4516129
70.106,26.80366667,11.82813333,73.09,27.46066667,13.01833333,77.5,27.24333333,13.63666667
53.594,29.07266667,14.50833333,48.55,30.88033333,15.703,70.9,29.8,15.93
169.926,29.47967742,17.71483871,193.13,29.55935484,18.42548387,237.1,30.17096774,18.63225806
270.764,28.171,17.901,174.91,28.12666667,18.29966667,201.9,29.15666667,18.92333333
61.974,29.97925926,16.64811111,113.04,29.67592593,19.11518519,78.4,31.78518519,18.98518519
164.596,32.43258065,19.21677419,120.59,30.32193548,20.61129032,164.1,32.87419355,20.14516129
210.564,30.02035714,18.86964286,158.08,30.11428571,19.85392857,199.9,30.8,19.55714286
134.112,29.20483871,18.41354839,119.18,28.03645161,19.27709677,218.7,30.69032258,19.00645161
23.876,25.48903226,13.29896774,35.73,27.16258065,15.82645161,28.6,28.4483871,16.85483871
18.542,26.45,11.33766667,9.58,27.393,12.959,13.4,27.15666667,14.77
48.004,26.33387097,9.516516129,30.46,26.68322581,11.24129032,27.4,26.44516129,12.53548387
12.954,28.13064516,11.96548387,18.56,29.58677419,13.76129032,16.4,28.38064516,14.53225806
67.56,31.97233333,15.867,55.3,33.51,17.70166667,65.3,32.13666667,18.36666667
74.93,33.18709677,17.76354839,58.62,34.25870968,18.95225806,77,33.3,19.4516129
236.484,30.46033333,18.68,175.93,31.788,19.22633333,229.2,31.03666667,19.90333333
86.616,28.74967742,18.80903226,117.67,29.72741935,19.6683871,150.8,30.6516129,20.51290323
236.474,29.59129032,18.82258065,218.2,29.55387097,19.74709677,323.4,31.02580645,20.58709677
205.49,27.02241379,17.48,303.22,27.88068966,19.16310345,325.6,29.31034483,20.46206897
131.58,29.22903226,17.21580645,96.94,27.89,17.75870968,99.6,30.73548387,19.13870968
12.954,29.08033333,14.20866667,10.7,28.396,15.182,8.1,29.49333333,16.06333333
23.114,26.24548387,10.33558065,19.12,27.19322581,11.95483871,21.8,26.73225806,12.62580645
21.59,27.389,12.67473333,31.3,28.52866667,14.439,30.2,27.95333333,14.83333333
0.508,28.58935484,10.74248387,3.29,29.54806452,13.46903226,0.9,28.71935484,13.18387097
31.4,33.36774194,21.56774194,26.45,34.36193548,21.33032258,22.9,33.42903226,21.42903226
53.2,32.79642857,21.85,51.58,33.66392857,21.65428571,27.6,32.84642857,21.74642857
0.6,34.67096774,22.01935484,15.51,36.28193548,22.0683871,7.9,34.71935484,21.92903226
75.8,31.78666667,22.25,102.16,32.48666667,22.22333333,48.3,31.79666667,22.11333333
161.8,26.86129032,20.70322581,156.19,28.30774194,20.51612903,107.2,26.99354839,20.59354839
81.4,26.44,19.58,53.98,28.13366667,18.839,62.2,26.59333333,19.47
73.6,26.48387097,18.67096774,62.28,28.69935484,18.16516129,65.1,26.63870968,18.58709677
103.4,27.08709677,18.50322581,57.23,29.07612903,18.08677419,63.6,27.19354839,18.37096774
12.4,30.78666667,18.97666667,9.71,33.14866667,18.86433333,8.2,30.92666667,18.9
94.2,31.44827586,20.74482759,49.23,33.64,20.87206897,73.5,31.55862069,20.56206897
0,32.91666667,20.69,0.86,35.38366667,20.34966667,0.5,33.02333333,20.57333333
4.2,34.04516129,21.86129032,34.4,34.91870968,21.58741935,11.7,34.07741935,21.69354839
50.4,33.01333333,21.31666667,50.91,33.91033333,21.074,49.7,33.05,21.18
36.6,33.46428571,22.09642857,36.79,33.76035714,21.97571429,21.9,33.525,21.9
60.6,33.2516129,22.12903226,97.94,33.40064516,22.15419355,76.7,33.30645161,21.91612903
198.6,29.45333333,21.57333333,142.47,30.621,21.19633333,153.6,29.55666667,21.37333333
41.6,29.10322581,20.61612903,49.35,31.22096774,20.3016129,33.4,29.31612903,20.48064516
123.8,25.93333333,19.30666667,110.34,28.187,18.81833333,108.8,26.09333333,19.10666667
207.4,25.39032258,18.56451613,122.93,26.45225806,17.5516129,153.4,25.52903226,18.39354839
60.8,25.36774194,17.17419355,47.88,27.30774194,16.18903226,48.1,25.5516129,17.0483871
83.2,27.00666667,18.05333333,37.18,30.122,17.53766667,58.2,27.24,17.92333333
116.4,31.30967742,19.90645161,53.49,34.12806452,20.29064516,84.6,31.51935484,19.73870968
0,32.05333333,19.86333333,1.66,35.185,20.67533333,0.1,32.25,19.77333333
143.4,32.35806452,20.37419355,70.84,33.74225806,21.17903226,111,32.44516129,20.27419355
35.6,32.08709677,20.4,44.17,33.43451613,21.00741935,37,32.22580645,20.30967742
61.2,32.74642857,21.04642857,41.98,33.26821429,21.55928571,48.7,32.78571429,20.88928571
55.4,33.16428571,21.74642857,74.43,33.46392857,22.03571429,50.7,33.23571429,21.56785714
82,30.68,20.87,90.21,31.87833333,20.892,69.1,30.77,20.7
82,27.89354839,20.06774194,59.81,29.18741935,19.73258065,60,28.00322581,19.84193548
58.6,27.26,18.39666667,36.04,29.28733333,18.14433333,48.6,27.41333333,18.25333333
55.6,26.93870968,17.38064516,48.4,28.38935484,17.07612903,46.5,27.10645161,17.27419355
44.4,29.14516129,17.43548387,24.87,30.02935484,17.05193548,28.4,29.25806452,17.3
12.6,29.77333333,17.83,14.33,31.593,17.2,6.8,29.84666667,17.69666667
93.8,31.21290323,20.14516129,61.28,33.17225806,20.04322581,68.5,31.29677419,19.97096774
106.4,29.93,20.16666667,82.95,32.19833333,19.986,80.6,30.02666667,19.94333333
14,33.19677419,20.58709677,17.54,34.96096774,21.01290323,14.9,33.22903226,20.43548387
5.2,33.72258065,20.67419355,8.54,34.73870968,20.98,3.4,33.78064516,20.53548387
38.4,32.57586207,20.74137931,30.5,33.75103448,20.69586207,20.2,32.64482759,20.53793103
3.2,33.56774194,20.5483871,5.9,35.35612903,20.59580645,6.4,33.66451613,20.40322581
2.8,33.02333333,20.28333333,1.81,34.474,20.224,1.9,33.12,20.13
26.6,30.13548387,19.89677419,32.29,31.98193548,19.75806452,19.4,30.25483871,19.70322581
34,29.00333333,19.21666667,24.01,30.35633333,18.85633333,21.3,29.12,19.03
75.6,26.67741935,18.06129032,54.62,28.45,17.02290323,55.3,26.84193548,17.89032258
79.6,27.00333333,17.32666667,61.64,28.07533333,16.46066667,61,27.12666667,17.23333333
25.2,29.76666667,18.31333333,30.54,31.75366667,17.52033333,20.2,29.87333333,18.37666667
8.8,31.46451613,19.50322581,24.94,32.8316129,18.74032258,6.2,31.58064516,19.60322581
41,33.53333333,21.44333333,18.63,34.816,21.209,40.4,33.56,21.49333333
7.8,34.72903226,21.03870968,13.3,35.22451613,20.93645161,7.1,34.74516129,21.16129032
50.2,33.58387097,21.98387097,47.35,33.98483871,21.44677419,37,33.67741935,22.08709677
0.8,34.08928571,21.79642857,2.26,35.68392857,21.32571429,2,34.20357143,21.87857143
0,36.99375,22.24375,1.93,36.595625,21.616875,0.9,36.875,22.2625
116.4,32.02666667,21.83666667,81.53,33.89033333,21.45466667,61.6,32.11666667,21.8
136,28.03548387,20.73548387,89.23,29.98967742,20.08580645,71.5,28.21612903,20.66129032
63.2,27.11666667,19.51666667,48.94,29.09533333,18.958,40.5,27.30666667,19.54333333
118.4,25.90645161,18.42258065,120.17,27.67258065,17.77387097,81.2,26.10322581,18.46774194
62.2,26.80967742,18.16129032,48.7,28.53290323,17.56419355,37.4,26.97096774,18.19032258
53,29.19333333,18.46666667,34.66,31.62833333,18.19766667,29.7,29.37333333,18.52666667
89.8,31.00645161,19.36451613,73.67,32.49096774,19.2983871,57.5,31.12580645,19.43225806
40,32.31666667,20.01,27.53,33.153,20.17933333,31,32.36,20.09666667
140.8,32.88064516,21.06451613,120.44,32.89032258,21.04548387,116.8,32.90322581,21.10967742
10.8,33.12903226,20.20967742,8.66,34.14451613,20.38548387,5.8,33.21935484,20.28387097
15.8,33.26428571,20.83214286,20.91,33.98464286,20.88535714,11.4,33.31785714,20.89642857
25,33.13548387,21.38064516,33.87,33.86516129,21.37580645,35,33.20322581,21.41935484
121,31.9,21.43333333,89.37,32.21166667,21.51266667,92.5,32,21.42
82.8,28.4516129,19.81935484,73.84,30.31645161,19.46322581,71.5,28.6,19.85806452
90.8,27.45666667,18.98,52.62,29.41066667,18.52433333,52.9,27.56333333,18.99333333
118.8,26.20322581,18.22903226,85.37,27.99322581,17.88387097,89.1,26.3483871,18.26451613
69.6,27.2,17.42580645,47.84,28.66612903,16.88806452,45.2,27.35483871,17.47741935
25.8,30.74333333,18.26333333,19.28,32.29833333,18.26366667,18.7,30.85,18.30333333
65,31,19.26451613,37.46,32.61548387,19.06387097,42.7,31.03548387,19.29354839
63.4,32.24,20.20666667,67.61,33.24333333,20.593,87.5,32.24,20.22333333
0,34.30666667,20.84,11.49,34.99166667,21.06033333,6.2,34.26666667,20.87666667
59.6,34.05714286,21.37142857,69.79,32.80714286,21.30535714,97.2,34.03214286,21.31785714
14.6,34.14516129,21.10322581,9.6,34.59354839,21.31870968,15.4,34.1483871,21.19677419
111.6,33.02666667,21.59,64.33,33.715,21.74966667,57.9,33.04333333,21.64333333
169,29.25806452,20.92903226,109.18,30.73516129,20.73935484,141.9,29.28387097,20.93870968
97.6,26.89,19.37666667,78.05,27.96466667,18.75533333,73.4,26.94,19.4
52.6,27.33548387,18.31612903,50.19,28.06548387,18.09516129,41,27.36774194,18.31612903
88.2,27.7516129,17.2516129,50,28.96580645,17.04548387,50.1,27.81612903,17.32903226
13.2,32.36,18.22666667,9.89,33.37366667,18.71266667,11,32.37,18.36
16,33.13548387,19.52903226,18.97,34.50741935,19.57290323,13.5,33.14516129,19.64516129
5.4,36.09,20.69,0.95,36.935,20.99166667,2.4,36.09333333,20.77333333
13.2,35.23870968,20.98387097,12.35,35.76967742,21.10322581,6.8,35.24193548,21.05483871
210.2,31.78387097,21.87741935,201.33,30.78548387,21.64193548,216.3,31.80645161,21.7516129
34.2,32.32068966,20.76896552,29.29,33.87724138,21.05172414,36.2,32.36551724,20.82068966
3,34.49354839,21.20967742,5.64,35.97064516,22.0416129,4.4,34.50645161,21.16774194
0.4,33.82,20.83333333,17.83,33.82533333,21.04666667,20.2,33.80666667,20.83333333
15.2,28.14827586,17.73793103,21.49,29.11655172,17.31,16.9,28.21724138,17.77241379
17.4,30.09666667,17.48666667,21.67,31.05766667,17.49866667,16.6,30.1,17.55333333
6.4,31.91851852,19.04444444,10.2,33.21407407,18.85666667,5.4,31.91111111,19.08148148
4.6,34.06206897,20.44482759,16.6,34.63862069,20.22275862,7.4,34.06206897,20.47931034
1.4,34.60416667,21.1875,7.97,35.77541667,20.80916667,1.6,34.61666667,21.20833333
6.2,34.27586207,21.53793103,14.63,35.67206897,21.09689655,16.5,34.28275862,21.53103448
0,34.77096774,21.19677419,0.39,35.77064516,21.12193548,2.1,34.77741935,21.2
0.2,34.78947368,21.77368421,8.08,35.65421053,21.47473684,1.6,34.75789474,21.78947368
4.4,34.58181818,21.80454545,6.31,35.58681818,21.74090909,5.3,34.60454545,21.82727273
1.4,31.42631579,21.69473684,25.84,32.94947368,21.23526316,21.8,31.48947368,21.56315789
2.8,28.44444444,19.5,12.01,30.26777778,19.19555556,7.1,28.52222222,19.45555556
16.2,28.43076923,17.86538462,15.37,30.20692308,17.68846154,17,28.50384615,17.88076923
179.6,26.8,18.32068966,129.87,27.91724138,17.50758621,132.9,26.86206897,18.25862069
10,30.40322581,19.09032258,19.14,32.57451613,18.94451613,11.9,30.48064516,19.13225806
14.4,33.41,20.06333333,14.09,34.64666667,20.60866667,8.1,33.42666667,20.12666667
25.2,34.25625,21.45625,24.98,34.21375,21.636875,22.3,34.39375,21.41875
9.2,29.4875,20.3625,8.59,31.01375,19.90375,6.3,29.525,20.2125
72,29.66071429,19.81071429,51.38,30.33714286,19.40928571,60.8,29.70714286,19.75357143
65.8,28.0962963,18.98148148,36.9,28.32851852,17.68740741,52.2,28.14074074,18.81851852
23,28.5516129,17.98709677,22.59,28.89129032,17.30967742,21.1,28.57096774,18.01935484
21.4,30.35333333,18.26666667,18.39,31.30033333,17.712,18.2,30.36666667,18.31
7.2,32.36428571,19.09642857,6.03,33.38535714,18.7175,5.3,32.36428571,19.12142857
4.8,34.34230769,20.83461538,2.79,35.74538462,20.34923077,5.1,34.36923077,20.69230769
32,33.74137931,21.32068966,24.14,35.13206897,20.97931034,32.9,33.73793103,21.15172414
47.4,32.59230769,20.76538462,40.01,33.43923077,20.50384615,52.8,32.62692308,20.69230769
31,33.80322581,21.18064516,7.89,35.58354839,21.13548387,20,33.81935484,21.15806452
16.4,34.67407407,22.73703704,31.3,35.74962963,22.45814815,25.8,34.72962963,22.5962963
100.4,33.62333333,22.44666667,121.34,33.52933333,21.89033333,102.2,33.64333333,22.32
15,32.74166667,21.65,15.46,32.96125,21.58833333,15.7,32.75,21.5625
45.2,31.89615385,20.84230769,23.09,32.99538462,20.59846154,27.1,31.91923077,20.76153846
146.8,26.97,19.50333333,109.24,28.11133333,18.41266667,114.6,27.03,19.39666667
78.6,26.16315789,18.68947368,71.4,27.85105263,17.63842105,57.9,26.29473684,18.61052632
2,26.475,16.4,1.26,28.3575,15.85,4.8,27.025,16.625
0,33.575,18.625,0.36,33.955,19.01,0.1,33.525,18.625
7.6,32.675,19.36666667,5.37,34.28416667,19.63416667,6.1,32.675,19.275
3,34.28333333,21.55,6.28,35.21083333,21.39166667,19.8,34.28333333,21.425
52.8,33.8125,21.23333333,44.12,34.84916667,21.69791667,53.7,33.85833333,21.0875
25.2,33.11818182,21.49090909,28.19,33.95181818,21.99090909,22.9,33.16818182,21.60454545
137.4,30.76666667,21.68,55.09,32.35866667,22.27866667,105.6,30.85333333,21.72666667
33.6,31.07142857,21.42380952,41.8,33.14666667,22.01809524,29.7,31.22380952,21.45714286
107.4,28.8,20.56666667,48.17,30.17904762,20.76904762,85.6,28.81904762,20.62857143
115.6,26.596,19.08,61.94,28.5392,18.64,98.8,26.656,19.028
94.6,26.27692308,17.83846154,70.1,27.51615385,17.40038462,72.7,26.31153846,17.79230769
2.4,33.78064516,20.46451613,12.11,36.02225806,21.17935484,3.9,33.47741935,20.82580645
148,33.45357143,21.75357143,98.43,35.23428571,21.92928571,125.3,33.39285714,21.57142857
72.2,31.49285714,21.95,92.47,33.29714286,21.98607143,76.2,31.63571429,21.84285714
72,31.15,21.31,59.55,33.12033333,21.43533333,72.7,31.05666667,21.18666667
