P,Tmax,Tmin,P_N,Tmax_N,Tmin_N,P_X,Tmax_X,Tmin_X
3.6,22.12857143,12.22857143,3.64,21.64571429,11.33928571,4.5,22.50714286,12.67142857
29.2,24.3516129,12.3,27.81,25.04451613,11.03096774,28.8,24.73870968,12.39354839
181.6,25.36666667,14.67666667,149.12,26.926,14.02033333,162,25.80333333,15.06333333
41,28.18709677,15.78064516,25.82,29.49645161,14.65322581,41,28.63548387,16.02903226
132.8,26.98666667,17.01666667,117.99,27.89433333,16.15533333,115.2,27.41333333,17.34333333
148,28.29354839,18.50322581,169.56,28.37064516,17.77645161,188.7,28.69677419,18.66129032
103.6,30.82580645,19.9516129,106.32,30.23677419,19.54806452,139.9,31.22903226,20.25806452
170.6,28.44642857,18.98928571,255.01,27.41892857,18.61857143,217.5,28.81785714,19.25357143
303,27.40967742,18.08387097,228.16,25.74032258,17.78774194,218.5,27.77419355,18.52258065
0.2,26.33333333,16.45,4.81,24.93166667,15.695,0.4,26.68333333,16.78333333
26.2,22.64827586,12.67586207,14.59,21.38482759,11.82413793,20.9,23.10344828,12.91724138
171.2,21.29354839,13.13225806,91.97,21.1216129,12.31322581,182.6,21.75483871,13.36129032
35.4,25.48387097,13.99032258,35.21,25.52290323,12.65451613,60.3,25.93225806,14.25806452
227.4,26.05666667,15.88,167,27.04666667,14.875,245.2,26.50333333,16.14666667
189.2,26.71290323,17.04516129,173.51,27.66096774,15.99419355,213.8,27.17741935,17.25483871
215.4,26.13333333,17.95,248,26.78166667,17.241,199.9,26.56333333,18.28
329.2,27.70645161,19.22580645,269.2,27.13483871,18.91967742,256.9,28.14516129,19.52258065
291,28.02258065,18.80322581,239.1,26.89967742,18.24677419,262.3,28.41612903,19.19032258
171.2,29.3,19.95172414,205.49,27.14344828,19.65586207,179.8,29.70344828,20.32413793
133.4,28.12903226,18.46451613,141.54,26.55,17.96225806,152.3,28.52580645,18.84193548
30.6,29.72,17.83666667,39.54,26.76066667,17.333,30.7,30.07333333,18.14666667
148,21.57419355,13.25483871,147.29,21.31903226,13.04419355,124.3,21.96451613,13.68709677
129.2,20.13666667,10.04333333,99.91,18.72066667,8.998666667,92.1,20.52333333,10.40666667
37.6,23.15483871,11.0483871,41.84,21.11774194,10.03580645,29.5,23.57419355,11.29032258
117.8,23.43870968,11.80967742,113.92,22.64935484,11.1383871,95.4,23.88709677,11.96451613
42.4,24.44333333,12.70333333,37.18,24.155,11.608,46.2,24.83333333,13.04
137.8,25.40645161,15.51290323,146.77,25.92096774,14.58580645,133.2,25.86451613,15.86129032
46.8,27.12333333,16.54666667,80.91,27.231,15.182,47,27.54666667,16.64666667
94.2,28.20967742,18.2483871,121.04,28.53903226,17.43870968,96.6,28.63548387,18.39354839
344.8,28.11935484,19.34193548,292.26,27.25741935,19.3,341.7,28.50645161,19.70645161
70.2,30.24285714,19.525,88.08,28.97035714,19.07357143,87.9,30.57142857,19.88571429
102,27.92580645,18.29677419,115.31,26.70935484,18.11354839,109.1,28.2516129,18.56129032
149.8,24.97666667,15.98666667,132.77,24.04833333,15.08233333,148.7,25.41,16.14333333
166.6,23.11935484,14.9,168.77,22.66870968,14.43258065,192.6,23.51612903,15.20967742
140,21.62666667,12.28666667,145.07,20.79566667,11.439,147.9,22.08666667,12.52333333
1.6,22.06451613,11.06774194,2.47,20.2916129,10.21387097,0.1,22.50967742,11.41935484
48.4,22.70322581,12.31290323,68.34,22.05516129,11.67774194,58.4,23.15806452,12.71935484
9,28.3,15.43666667,17.31,28.77466667,13.941,12,28.73333333,15.77666667
142.6,26.70645161,16.18064516,181.43,27.52580645,15.52032258,154.9,27.09677419,16.52580645
208.6,26.62333333,15.87666667,190.14,25.724,14.88,152.7,26.99333333,16.12333333
203.4,27.47419355,18.49677419,217.14,28.05354839,17.72870968,227.1,27.89354839,18.80967742
213.2,27.68064516,18.6516129,216.09,26.56451613,18.29774194,224.9,28.06451613,19.03870968
75.2,27.88214286,17.57142857,128.11,26.1725,17.10785714,54.6,28.22857143,17.90714286
184.8,29.50322581,19.42258065,235.69,27.38,18.76967742,199.5,29.87096774,19.67096774
17.4,27.22333333,16.21,23.29,25.05766667,16.14333333,14.4,27.57666667,16.51333333
27.8,24.62258065,13.92580645,36.02,23.07548387,13.44677419,34.3,25.01935484,14.22580645
25.6,22.47666667,13.51333333,39.86,21.579,12.336,35.2,22.91666667,13.73
24.2,24.51612903,12.48387097,19.76,24.30322581,11.70064516,28.3,24.87741935,12.72580645
88.2,21.19354839,11.64193548,88.3,22.27096774,10.68709677,85.1,21.60322581,11.97419355
43.2,25.10666667,14.34666667,65.42,26.35633333,13.70866667,47.5,25.44666667,14.68666667
148.4,25.83225806,15.98709677,185.39,25.83354839,15.28741935,143,26.22258065,16.31612903
51.8,27.23666667,17.05,89.24,27.14466667,15.96766667,82.8,27.59333333,17.33666667
144.8,30.16774194,18.53548387,136.4,29.90225806,17.75806452,148.5,30.5516129,18.80967742
155.2,31.75806452,20.3516129,165.32,30.2383871,20.02741935,158.9,32.1,20.6516129
155.6,29.26785714,18.775,185.37,28.4725,18.39214286,117.7,29.60357143,19.09642857
73.8,28.45806452,18.67096774,118.55,27.08225806,18.37741935,96,28.78709677,19.00967742
113.8,27.16,17.6,97.46,26.836,16.90733333,82.1,27.53666667,17.77
69,24.14516129,15.88064516,108.56,24.74677419,15.2916129,62.4,24.60967742,16.10967742
106.4,23.57,14.11666667,70.69,22.68,12.73733333,95.6,24.01666667,14.31333333
75,22.21935484,11.16774194,60.32,21.51709677,10.33322581,80.3,22.67096774,11.46774194
11.4,23.9483871,12.19354839,17.09,23.9116129,11.33935484,8.4,24.41612903,12.27419355
85.8,26.16333333,15.33,86.48,27.13466667,13.766,88.1,26.6,15.61
20.2,29.74193548,17.16774194,33.39,31.36741935,15.74129032,19,30.15483871,17.42580645
206.6,27.99666667,17.21333333,211.07,28.28233333,15.966,209.6,28.35333333,17.43
184.8,27.88709677,17.8,115.18,28.79064516,17.13903226,143.4,28.27096774,18.11290323
95.4,28.86774194,19.01935484,132.17,29.59096774,18.14645161,100.8,29.23870968,19.26451613
151.6,27.27931034,18.57241379,153.92,28.08793103,17.63862069,148.9,27.67931034,18.7
0.4,27.61111111,15.53888889,7.74,27.725,15.67166667,3.3,28.01666667,15.87777778
140,23.70357143,14.25357143,146.1,23.15964286,13.04857143,161.1,24.11071429,14.35357143
52.2,23.43225806,11.79677419,40.16,23.59483871,11.08354839,43.1,23.87096774,12.0516129
190.4,28.53870968,19.15483871,254.6,29.91483871,19.76419355,191.5,29.03548387,19.62580645
67.6,28.14827586,18.9862069,86.52,29.23655172,19.51103448,67.8,28.65862069,19.46896552
159,27.02903226,18.98387097,181.47,28.21354839,19.43419355,150.3,27.5483871,19.40645161
32.6,26.95,18.36666667,90.99,28.39266667,18.64466667,35,27.47,18.88666667
90.8,25.43548387,17.67741935,99.85,27.22935484,17.88483871,70.7,25.94516129,18.15806452
67,23.00666667,16.00666667,81.24,25.241,16.10866667,50.5,23.58,16.37
67.4,22.37741935,14.90967742,56.58,24.73677419,14.97774194,48.2,22.96451613,15.28064516
5.8,24.84193548,14.89677419,19.69,27.41483871,15.27387097,6.6,25.39677419,15.29677419
14.2,26.25666667,15.08,32.77,29.13133333,15.43733333,14.2,26.78666667,15.48
37.2,27.68709677,17.19032258,53.39,31.53645161,17.88935484,29.8,28.18064516,17.61612903
140.6,28.34285714,17.95714286,138.67,31.18714286,18.67714286,122.4,28.91071429,18.37142857
21,29.09354839,18.03225806,14.05,32.60516129,19.11354839,20.8,29.63870968,18.41612903
13.2,29.81428571,18.80357143,54.95,32.43857143,20.05392857,25.3,30.36785714,19.27142857
208.6,29.228,19.112,232.34,30.1256,19.8724,181,29.8,19.572
102,28.85,19.15333333,54.76,30.88433333,20.00366667,82.5,29.41333333,19.58666667
129.8,26.44333333,18.62333333,130.24,28.578,19.173,85.6,26.97333333,19.1
68.4,24.82,17.38,71.44,26.7576,17.8508,48.8,25.424,17.828
68.2,23.18888889,16.51851852,79.76,25.6962963,16.92740741,55.2,23.82592593,16.93703704
19.8,22,14.85384615,23.54,25.06846154,15.49,15.5,22.60769231,15.21538462
32.8,23.6,15.18666667,27.51,27.03266667,15.30133333,22.5,24.26,15.53333333
25.2,25.67692308,16.38461538,31.59,29.79307692,17.07961538,16.2,26.31538462,16.78461538
10.8,28.46,16.82,20.83,31.653,17.58333333,5.1,29.06,17.41666667
21.6,27.3,17.22777778,37.27,31.58777778,18.32166667,15.3,27.93333333,17.60555556
54,28.34333333,18.04,60.97,31.10133333,18.90666667,51,28.92333333,18.51333333
48.4,28.72258065,17.86774194,43.57,31.92290323,18.73741935,33.3,29.18064516,18.38064516
12.2,31.79130435,18.99565217,18.16,34.15,19.82434783,11.2,32.39565217,19.51304348
168.2,29.44642857,19.34642857,141.91,31.26678571,20.08357143,168.7,30.12857143,19.87857143
108.6,26.55652174,18.92608696,106.68,28.41565217,19.61173913,102.7,27.17826087,19.38695652
5,21,15.3,1.57,24.87333333,15.09666667,2,21.83333333,15.2
34.2,24.13684211,14.65789474,29.91,26.31473684,14.53421053,22.6,24.93157895,14.94736842
20.4,24.48695652,14.94347826,42.93,27.4226087,15.36826087,12.1,25.11304348,15.29565217
26.8,25.86521739,15.9826087,116.11,28.13521739,16.72130435,14.9,26.5173913,16.25217391
62.8,26.88181818,17.46363636,114.45,28.01909091,18.16363636,61.4,27.51363636,17.91363636
51.2,28.31,18.82,70.71,29.646,19.219,87.3,29,18.53
0,29.3,18.9,0.01,30.61,18.38,0,29.9,17.2
1,28.53333333,18.13333333,1.06,30.67666667,18.48666667,0.5,28.96666667,18.9
0.2,30.5,18.1,0.04,28.46,15.96,0,28.8,16.8
0,26,17.1,0.44,27.48,16.45,0,26.3,15.9
42.4,24.428,15.388,35.83,26.8248,15.2984,25.1,24.96,15.872
81,23.06451613,14.20967742,66.47,25.97483871,14.56967742,51.2,23.66774194,14.58709677
64.2,24.41333333,15.08333333,71.14,27.70133333,15.527,32.8,24.91,15.55
33,26.82903226,16.31612903,31.42,30.96096774,17.09225806,21.8,27.38064516,16.8
140.8,28.34,17.43,100.45,32.293,18.70666667,106.4,28.93666667,17.86666667
111.6,27.90967742,17.46129032,99.68,30.77290323,18.53258065,89.6,28.51935484,17.99677419
8.4,29.78064516,17.43548387,32.65,32.36967742,18.44322581,8.5,30.29354839,17.99354839
179.2,29.13448276,18.10689655,110.13,32.00896552,19.61724138,143.2,29.70689655,18.71034483
139,28.425,18.50714286,94,30.29928571,19.61571429,100,29.175,19.03928571
33.2,28.69666667,18.51333333,75.86,30.97233333,19.23233333,23,29.18,19.00333333
29.6,26.89677419,16.67419355,34.9,28.65645161,17.44387097,19.7,27.41935484,17.18387097
102.4,23.60666667,15.52666667,84.81,26.315,15.835,63.8,24.22666667,15.83666667
68.2,22.73548387,14.08064516,63.64,25.15290323,14.12580645,40.7,23.36451613,14.57096774
37.2,25.13,14.82,29.4,27.34933333,15.26933333,20.2,25.62333333,15.16333333
66.6,26.12666667,15.94,23.79,30.648,16.64233333,26,26.58333333,16.27
15,28.91935484,16.63225806,15.05,32.31064516,17.96516129,8.1,29.4483871,17.02258065
65.2,29.60666667,18.15,130.34,31.808,19.19933333,64.2,30.12666667,18.58
124.8,27.92903226,18.43225806,100.81,29.67645161,19.28677419,110.4,28.43548387,18.88064516
121.4,29.13548387,18.55483871,78.16,31.41903226,19.55,111.8,29.5483871,18.99032258
40.8,29.52142857,18.55714286,49.35,32.02821429,19.71142857,53.9,29.95357143,19.04285714
24,31.56129032,19.07096774,32.87,33.61032258,20.1283871,18.5,32.00645161,19.6483871
122.4,27.71071429,18.85357143,183.07,29.21535714,19.85857143,89.6,28.23214286,19.46785714
62.2,25.08387097,17.27096774,198.14,25.75709677,17.78,51.8,25.68387097,17.73548387
58.8,24.56296296,16.44444444,50.98,25.59296296,16.90296296,34.6,25.08888889,16.95185185
55.6,24.4625,16.15416667,72.4,25.58416667,16.50458333,33.1,24.94166667,16.5875
29,30.89615385,18.78461538,30.5,33.03038462,19.49307692,52.3,31.42692308,19.33076923
56.2,29.80645161,18.61935484,65.23,31.63225806,19.26806452,65.9,30.28709677,19.14193548
31.4,30.61785714,19.31785714,35.05,32.5825,19.58392857,54.6,31.12142857,19.85357143
189,29.63548387,19.64516129,160.59,30.99741935,20.3983871,149.7,30.20967742,20.12580645
112.2,26.71666667,18.69,163.14,28.181,19.17633333,85.9,27.32,19.23666667
25.6,26.97419355,18.07096774,61.72,28.85,18.33548387,16.7,27.54516129,18.61612903
31,24.66333333,15.66333333,32.82,27.19333333,15.64766667,26.4,25.24333333,16.11
113.2,22.68709677,15.65806452,157.76,24.62322581,15.89483871,96,23.33548387,16.07741935
44.2,23.47666667,14.48,62.09,25.123,14.50166667,34.6,24.13,14.93333333
72.4,24.93666667,15.5,44.58,27.83,15.66233333,49.8,25.54666667,15.95
57.6,28.58387097,17.9483871,65.1,32.15290323,18.84290323,58,29.12258065,18.61290323
63.6,28.69,18.58666667,62.5,31.91633333,19.24566667,47.9,29.27,19.10666667
129.8,28.68709677,18.50967742,95.38,31.83935484,19.79096774,106.3,29.2516129,19.10967742
124.6,28.50645161,18.45483871,97.62,30.91451613,19.12967742,86.7,28.99032258,19.00967742
14.8,30.13928571,18.53571429,25.71,31.89214286,19.3525,12.9,30.53214286,19.14642857
109.4,29.78965517,19.35517241,101.84,31.48068966,20.17068966,99.1,30.28275862,19.91724138
123,27.26333333,18.37333333,156.18,29.178,19.11166667,83.6,27.73,18.95333333
64.6,24.57419355,16.99032258,85.58,26.21612903,17.36096774,39.6,25.1,17.49032258
33.8,24.76666667,15.73666667,109,26.069,16.244,19.1,25.17333333,16.20666667
79.6,23.65806452,14.90645161,107.51,24.49741935,14.88483871,47,24.17419355,15.32580645
48.2,25.02258065,15.2,67.05,26.09580645,15.19935484,32.4,25.5,15.6516129
51,24.46666667,14.33,67.99,26.77633333,14.86233333,18.4,25.13,14.97333333
79.8,26.49655172,17.16206897,79.66,29.37068966,18.04724138,53.2,26.91724138,17.71034483
78.8,25.59,17.32666667,118.64,28.22866667,17.86966667,68.3,26.11666667,17.76333333
52,28.31923077,18.02692308,78.16,30.35769231,19.05730769,62.5,28.78846154,18.51538462
3.8,29.07586207,17.95517241,16.18,31.34965517,18.97068966,4.4,29.52758621,18.54482759
3.6,30.24666667,18.21,18.63,32.687,18.84366667,15.6,30.61333333,18.70666667
9,29.116,17.48,19.11,31.856,18.1956,12,29.588,18.02
63.8,25.84193548,17.09032258,78.75,28.54064516,17.82548387,39.5,26.38387097,17.60645161
43.8,25.50333333,16.52333333,70.94,27.35833333,16.87133333,23.4,26.04333333,17.1
40.4,24.38064516,15.13870968,42.93,26.21709677,14.78709677,27.7,24.91290323,15.66129032
73.2,23.49333333,14.66666667,101.55,25.17233333,14.75,50.4,24.06333333,15.10666667
13.4,26.33,15.69333333,21.07,29.37833333,15.94966667,10,26.86333333,16.12333333
30.6,27.52580645,16.89677419,64.53,30.24935484,17.19580645,17.5,28.03225806,17.33870968
57.6,27.61333333,18.95,59.5,31.58466667,19.589,77.8,28.14333333,19.38333333
1,30.92903226,18.36451613,24.62,34.23774194,19.27967742,6.1,31.36129032,18.90645161
104,29.67096774,19.18709677,145,30.34903226,19.70354839,128,30.18387097,19.64193548
76.8,29.06785714,18.91428571,108.38,30.91928571,19.18,45.5,29.56071429,19.42857143
22.8,29.96,19.36666667,40.75,32.24033333,19.62133333,22.2,30.39666667,19.96333333
35,27.27666667,18.8,108.19,28.95933333,18.934,39,27.77666667,19.20666667
39.4,26.78064516,17.73870968,102.75,28.28645161,17.76806452,23,27.23548387,18.22580645
71.6,24.45333333,17.4,112.11,26.22766667,17.48933333,93.4,25.11666667,17.96666667
68.4,23.63225806,16.12903226,132.65,25.20483871,16.20645161,44.6,24.21612903,16.63225806
71.6,23.55806452,15.65806452,141.94,25.11677419,15.48387097,45.6,24.12903226,16.11612903
59.4,25.22,16.36666667,85.2,27.13666667,16.68,46.8,25.63,16.82333333
17.4,27.51935484,17.20967742,46.44,29.87258065,17.57483871,15.3,27.89677419,17.70322581
69.4,28.52666667,17.72666667,119.61,30.06766667,18.406,47.3,28.97666667,18.25333333
140.6,28.22903226,19.04516129,94.84,29.81903226,19.6683871,148.4,28.74516129,19.57741935
71,27.96129032,18.04193548,82.37,30.15806452,18.71580645,55.6,28.46774194,18.62258065
93.4,27.31428571,18.02857143,131.47,28.8025,18.77285714,78.3,27.78214286,18.53928571
54.8,28.20967742,18.60322581,130.19,28.89774194,19.18612903,47.4,28.64193548,19.10967742
94.2,28.13666667,18.40666667,60.65,30.32466667,18.78566667,53.8,28.64666667,18.94
80,25.87096774,17.34193548,90.75,28.57,17.72548387,53.2,26.4483871,17.82903226
47.4,24.34333333,16.23333333,80.62,26.41866667,16.60666667,44.4,24.98666667,16.72
136.6,23.81935484,15.70967742,160.08,25.32935484,16.26774194,87.2,24.30645161,16.13548387
31,24.17741935,14.8483871,51.34,25.66903226,15.17483871,19.1,24.5516129,15.28387097
29.4,25.82666667,15.65,68.68,28.487,15.98033333,22.4,26.27333333,16.04333333
13.6,27.15806452,16.56129032,26.58,29.87322581,17.06483871,11.1,27.57096774,17.02580645
157.2,27.48,17.88666667,120.26,30.186,18.42333333,131.7,27.87666667,18.33
171.4,27.32580645,18.1,215.81,29.19064516,18.70548387,162,27.69354839,18.67096774
76,28.36451613,17.82903226,47.62,30.57548387,18.63870968,46.2,28.81935484,18.35806452
182.4,28.26785714,18.31785714,127.34,29.5875,19.06785714,140,28.725,18.80357143
58,29.36129032,18.56774194,42.51,31.84677419,19.5283871,30.2,29.86774194,19.21612903
70.2,28.97,18.94333333,88.46,31.22133333,19.765,56.7,29.47666667,19.47666667
68,25.56774194,17.38387097,128.72,27.48870968,18.01129032,46,25.95806452,17.83870968
115.4,23.32,16.59333333,210.68,24.97533333,16.938,130.2,24.02666667,17.00333333
19.4,23.65833333,16.43333333,39.2,25.30083333,16.70416667,22,24.675,16.86666667
41.6,27.575,15.68125,21.55,29.16,16.349375,27.8,27.9625,16.125
25.6,28.6516129,16.68387097,28.24,31.47935484,17.74451613,25.7,29.04193548,17.20967742
12.8,31.33333333,18.16333333,26.86,33.86333333,19.729,31.9,31.76333333,18.68666667
4.2,32.05483871,17.92580645,12.62,34.14032258,19.23935484,6.7,32.02258065,18.47419355
197.2,29.13870968,19.8,203.77,30.27903226,20.18483871,203.7,29.45483871,20.23870968
18.6,29.98275862,18.45172414,41.31,32.18793103,19.37517241,92.9,30.56896552,19.0862069
13.2,30.42258065,18.78064516,57.06,32.71870968,19.86451613,82.1,31.02258065,19.42580645
29,29.14,18.15333333,76,30.37733333,18.95866667,40.4,29.69666667,18.78
29.8,27.78064516,17.34516129,94.36,28.42967742,17.83612903,43.4,28.32903226,17.94516129
59,26.66333333,16.44333333,76.26,28.03533333,16.95166667,94.7,27.26333333,17.05666667
62,24.4516129,15.34193548,93.39,25.72806452,15.61064516,58.2,25.08064516,15.95806452
71,24.99677419,15.73225806,153.94,27.17483871,16.01129032,59.6,25.57741935,16.34193548
46,25.91333333,16.16,60.62,27.913,16.23,51.6,26.48,16.74
50.6,27.91935484,17.73548387,94.46,29.62645161,18.20935484,60.3,28.47741935,18.34516129
38.4,28.17333333,17.88666667,77.08,30.16233333,18.72066667,45.1,28.73,18.51
94,29.67419355,18.88064516,64.4,32.05677419,19.35935484,53,30.25483871,19.47741935
8.6,30.69354839,18.30645161,37.96,32.71225806,18.93870968,11.4,31.25483871,18.90967742
66.6,29.29285714,18.86428571,107.74,31.22535714,19.32785714,59.8,29.87857143,19.43571429
81.8,29.70645161,18.7483871,99.3,31.47548387,19.23709677,80.9,30.29354839,19.36774194
54.4,28.05333333,18.73666667,71.58,29.69666667,18.68666667,96.4,28.66,19.33333333
44,26.14516129,17.62580645,116.37,28.01096774,17.67548387,43,26.74516129,18.23870968
66.4,24.57241379,16.52068966,105.09,26.13344828,16.44137931,65.3,25.2,17.14482759
56.4,20.78461538,14.39230769,60.05,22.27692308,14.12615385,30.4,21.45384615,15.01538462
28.4,24.525,14.77,33.74,26.38,14.634,22.2,25.15,15.355
24.8,23.76315789,15.31052632,49.05,26.21947368,15.59052632,28.1,24.41052632,15.93684211
0,27.73684211,16.5,11.18,30.81210526,17.11263158,2.7,28.34736842,17.10526316
44.2,27.72173913,17.9826087,69.14,31.1873913,18.80565217,45.6,28.33913043,18.44782609
90.6,28.87419355,18.8,93.36,30.89419355,19.50774194,66.6,29.47419355,19.41290323
55.2,29.00967742,18.33870968,78.91,31.7,19.01870968,65.3,29.6,18.95806452
96,28.63928571,18.93214286,100.76,31.03964286,19.45071429,67.5,29.24642857,19.53928571
60.8,29.41935484,19.17096774,108.75,31.39903226,19.83967742,97.2,30.00967742,19.78709677
69.6,26.56,17.86333333,137.91,28.26233333,18.49066667,70.5,27.18333333,18.48
82.6,25.4,17.1,151.58,26.61354839,17.55354839,79.8,26.01612903,17.71290323
66.4,24.17,16.24,132.72,24.71066667,16.081,80.9,24.79666667,16.84
32,23.97419355,14.9483871,66.03,24.40580645,14.86451613,38.2,24.59677419,15.5516129
46.2,25.87096774,15.66774194,76.16,27.07096774,16.15741935,42.5,26.41290323,16.26451613
32.2,26.86,15.95,49.36,29.159,16.75133333,24.7,27.41333333,16.56666667
46.6,28.90645161,17.40322581,62.95,31.47129032,18.36774194,26.7,29.45483871,18.01935484
52.4,28.30666667,18.13,114.84,30.313,18.98566667,79.8,28.88333333,18.73333333
152,28.87741935,17.94516129,146.09,29.83,19.01419355,142.2,29.46451613,18.54516129
34.8,30.31935484,17.82258065,43.22,31.90903226,18.8816129,20.9,30.87419355,18.44516129
22.4,32.71,19.19,4.33,33.674,20.607,7.4,33.27,19.8
195.2,31.26451613,19.03870968,128.02,32.02322581,20.32870968,149.2,31.81935484,19.65806452
31.2,28.93333333,19,78.73,31.12633333,19.85533333,54.9,29.52333333,19.60333333
60.8,27.59677419,18.30645161,82.13,29.71774194,19.21483871,60.5,28.21290323,18.93548387
89.8,24.73333333,16.31333333,104.48,26.56133333,16.33633333,64.6,25.37666667,16.93666667
52.8,24.4483871,14.82258065,101.43,25.76677419,14.99225806,56.7,25.06451613,15.39677419
70.8,24.29677419,15.1,137.14,25.19483871,15.49870968,61.5,24.88387097,15.67741935
38,26.39,15.73,86.95,27.812,16.66733333,31.7,26.95,16.37
22.8,28.82258065,16.85806452,64.1,30.52032258,18.01258065,39.8,29.33870968,17.48064516
22,30.28333333,17.69333333,35.61,32.92366667,19.11033333,29.9,30.82333333,18.32666667
42.8,30.98064516,18.00967742,54.05,33.13129032,19.34612903,37.1,31.51290323,18.6516129
134.6,30.49032258,18.72258065,107.6,32.00064516,19.91322581,122.7,31.06129032,19.29354839
12.4,31.55862069,19.09310345,30.96,33.33896552,20.36137931,19.2,32.09310345,19.73793103
126.8,29.53870968,19.17419355,115.37,30.82096774,19.87677419,125.2,30.11612903,19.77741935
157.8,27.51,18.68666667,173.81,29.43433333,19.266,179.6,28.09666667,19.31666667
47.8,25.78709677,17.46129032,130.86,27.15483871,18.18774194,74.6,26.38387097,18.01935484
91.8,24.05333333,16.10333333,132.24,25.521,16.625,105.2,24.71666667,16.68333333
72.2,24.28709677,15.12903226,132.33,24.61741935,15.53096774,71.2,24.90645161,15.69354839
521.6,30.35483871,21.22258065,306.78,30.12548387,22.43516129,375.3,30.25806452,21.11935484
254.8,30.88571429,21.00357143,202.51,28.73107143,21.81,240.7,30.78928571,20.79285714
145.8,30.16774194,20.21935484,166.34,28.55225806,20.61483871,144.8,30.1,20.1483871
118,30.02,19.96666667,135.81,28.02966667,19.98866667,128.4,29.93,19.86
65.4,26.5483871,15.91612903,41.05,25.61806452,15.54290323,53.8,26.47741935,15.77741935
1.6,27.86666667,15.83666667,1.24,27.07833333,15.25766667,2.6,27.81666667,15.75666667
0,29.80967742,16.00967742,4.9,29.71032258,14.26258065,0,29.71612903,15.86129032
25.4,31.54516129,17.86129032,19.46,32.90322581,17.57258065,17,31.4516129,17.75806452
15.4,31.22666667,17.29333333,10.27,33.92766667,17.94066667,12,31.14,17.07666667
82.6,32.83548387,21.06774194,106.98,33.99483871,22.35064516,95,32.76451613,20.97419355
122.2,32.26666667,20.49,103.09,32.77433333,22.39366667,92.1,32.20666667,20.22666667
221,31.90322581,20.91935484,220.77,31.55967742,21.81387097,226.7,31.84516129,20.58387097
297.4,30.69677419,20.91935484,255.38,29.5616129,21.77645161,233.2,30.61612903,20.95806452
171.8,31.42857143,21.51428571,179.63,29.23178571,22.32071429,162.8,31.33571429,21.5
156.6,31.53870968,21.25483871,223,29.04032258,22.09451613,162.4,31.4483871,21.13548387
15.8,30.82,18.93666667,47.05,28.34566667,18.78,37,30.72333333,18.83
39.2,29.4483871,17.39677419,38.84,27.59741935,16.83709677,51.7,29.37741935,17.22903226
1.8,26.19,14.57666667,25.16,26.071,14.132,16.1,26.11666667,14.47
0,28.83225806,16.26774194,30.18,29.38483871,16.2916129,11.8,28.75483871,16.04193548
0.2,29.9,16.76774194,51.61,31.34225806,17.81225806,41.9,29.81290323,16.72580645
0.6,30.8,19.86,187.97,31.30533333,20.54533333,171.8,30.72333333,19.68333333
0,31.27586207,20.1137931,100.73,31.33931034,21.25,158.8,31.18275862,19.77241379
0,32.03333333,22.09,157.9,30.57966667,23.075,126.4,31.97,22.00333333
0,30.92580645,21.36129032,317.69,28.57419355,22.14419355,223.7,30.82903226,21.23225806
0,31.34,21.59666667,315.96,28.54466667,22.214,229.5,31.27,21.43666667
0,32.35714286,21.83214286,157.52,29.7425,22.28357143,76.4,32.34642857,21.78214286
117.4,31.92580645,21.02903226,161.89,29.43451613,21.68225806,189.9,31.84193548,20.86129032
60,30.61071429,19.03571429,44.03,27.96821429,18.69428571,72.7,30.52857143,18.95
4.4,29.275,16.54166667,7.78,27.505,16.08583333,5.4,29.19583333,16.36666667
6.4,28.87,14.89,4.47,28.2945,13.652,4.9,28.82,14.645
0,30.64285714,17.33571429,2.73,30.50357143,16.02928571,0.7,30.54285714,17.04285714
0,32.945,16.74,2.64,33.748,15.884,0,32.84,16.525
100.6,32.41071429,19.18928571,46.25,35.84571429,20.64,110.7,32.325,19.05357143
38,31.664,19.228,84.91,32.0404,19.7872,43.8,31.58,18.928
112,31.61034483,19.84137931,112.98,32.42068966,21.21034483,96.4,31.52413793,19.58965517
115.8,31.84482759,21.65862069,138.72,30.87586207,22.55862069,110,31.77241379,21.51034483
182.2,32.17083333,21.37916667,205.63,29.39625,22.595,174.3,32.00416667,21.25
325,31.67727273,21.00454545,185.16,29.09272727,22.40227273,216.1,31.58636364,20.91818182
400.6,28.65454545,21,350.83,26.85272727,21.50045455,378.4,28.58636364,20.94090909
38.6,31.30416667,19.44166667,36.31,28.17708333,19.73791667,28.7,31.2,19.3125
0,29.5,16.8,15.5,26.57058824,16.77882353,0,29.40588235,16.67647059
0,28.58235294,14.96470588,24.39,26.86941176,13.64058824,0.1,28.48823529,14.73529412
0,37.6,21.93333333,0.01,39.05,22.59333333,0,37.53333333,21.83333333
79.6,31.45806452,20.1483871,93.66,32.74354839,21.82,95.2,31.39032258,19.97096774
141.2,31.45666667,18.84,107.49,32.81633333,20.522,126,31.39333333,18.76333333
194.8,32.50645161,20.57419355,208.3,32.41870968,22.08677419,174.1,32.42903226,20.48064516
290.2,30.53870968,20.22258065,271.58,28.69741935,21.10645161,287.1,30.44516129,20.06774194
66.4,33.07931034,21.01034483,76.12,30.09724138,21.37344828,49.3,32.99310345,20.92068966
58.2,32.00322581,20.11290323,88.11,31.07548387,21.35290323,87.4,31.95806452,20.00322581
115.4,30.76666667,19.81,90.77,31.361,20.98066667,81.4,30.71,19.52666667
